        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Hot Spot [°C] , Fan 1 Speed (%) [%] , Fan 1 Speed (RPM) [RPM] , Fan 2 Speed (%) [%] , Fan 2 Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Board Power Draw [W] , GPU Chip Power Draw [W] , MVDDC Power Draw [W] , MVDDQ Power Draw [W] , PCIe Slot Power [W] , PCIe Slot Voltage [V] , 6-Pin #1 Power [W] , 6-Pin #1 Voltage [V] , 8-Pin #1 Power [W] , 8-Pin #1 Voltage [V] , USB-C Power Draw [W] , Power Consumption (%) [% TDP] , PerfCap Reason [] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2023-06-16 10:25:30 ,        1980.0   ,           1767.5   ,               66.3   ,        79.7   ,                60   ,                     0   ,                60   ,                     0   ,           7526   ,         99   ,                       40   ,                   0   ,                   24   ,              229.9   ,                 183.1   ,               14.5   ,               25.0   ,              41.6   ,                11.7   ,             93.8   ,               11.8   ,             94.3   ,               11.8   ,                0.1   ,                        83.6   ,              16   ,        1.0370   ,               68.0   ,                 20877   ,
2023-06-16 10:25:31 ,        1980.0   ,           1767.5   ,               66.2   ,        79.8   ,                60   ,                     0   ,                60   ,                     0   ,           7525   ,         99   ,                       40   ,                   0   ,                   24   ,              228.1   ,                 181.7   ,               14.4   ,               24.8   ,              41.2   ,                11.7   ,             93.1   ,               11.8   ,             93.6   ,               11.8   ,                0.1   ,                        82.9   ,              16   ,        1.0370   ,               61.0   ,                 20873   ,
2023-06-16 10:25:32 ,        1980.0   ,           1767.5   ,               66.3   ,        79.8   ,                60   ,                     0   ,                60   ,                     0   ,           7525   ,         99   ,                       40   ,                   0   ,                   24   ,              227.7   ,                 180.8   ,               14.4   ,               24.9   ,              40.9   ,                11.7   ,             93.3   ,               11.8   ,             93.2   ,               11.8   ,                0.1   ,                        82.8   ,              16   ,        1.0370   ,               62.0   ,                 20855   ,
2023-06-16 10:25:33 ,        1980.0   ,           1767.5   ,               66.2   ,        79.7   ,                60   ,                     0   ,                60   ,                     0   ,           7528   ,         99   ,                       40   ,                   0   ,                   24   ,              228.1   ,                 181.6   ,               14.4   ,               24.9   ,              41.2   ,                11.7   ,             93.1   ,               11.8   ,             93.6   ,               11.8   ,                0.1   ,                        83.0   ,              16   ,        1.0370   ,               70.0   ,                 20863   ,
2023-06-16 10:25:34 ,        1980.0   ,           1767.5   ,               66.3   ,        79.6   ,                60   ,                     0   ,                60   ,                     0   ,           7528   ,         99   ,                       40   ,                   0   ,                   24   ,              230.2   ,                 183.6   ,               14.4   ,               24.9   ,              41.5   ,                11.7   ,             94.1   ,               11.8   ,             94.4   ,               11.8   ,                0.1   ,                        83.7   ,              16   ,        1.0370   ,               66.0   ,                 20862   ,
2023-06-16 10:25:35 ,        1980.0   ,           1767.5   ,               66.2   ,        79.7   ,                60   ,                     0   ,                60   ,                     0   ,           7528   ,         99   ,                       40   ,                   0   ,                   24   ,              230.0   ,                 183.4   ,               14.4   ,               25.0   ,              41.4   ,                11.7   ,             94.0   ,               11.8   ,             94.2   ,               11.8   ,                0.1   ,                        83.6   ,              16   ,        1.0370   ,               60.0   ,                 20868   ,
2023-06-16 10:25:36 ,        1980.0   ,           1767.5   ,               66.3   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7528   ,         99   ,                       40   ,                   0   ,                   24   ,              223.6   ,                 177.7   ,               14.4   ,               24.8   ,              40.4   ,                11.7   ,             91.6   ,               11.8   ,             91.4   ,               11.8   ,                0.1   ,                        81.3   ,              16   ,        1.0370   ,               77.0   ,                 20865   ,
2023-06-16 10:25:37 ,        1980.0   ,           1767.5   ,               66.2   ,        79.8   ,                60   ,                     0   ,                60   ,                     0   ,           7528   ,         99   ,                       40   ,                   0   ,                   24   ,              228.4   ,                 181.9   ,               14.4   ,               25.0   ,              41.3   ,                11.7   ,             93.2   ,               11.8   ,             93.7   ,               11.8   ,                0.1   ,                        83.1   ,              16   ,        1.0370   ,               72.0   ,                 20872   ,
2023-06-16 10:25:38 ,        1980.0   ,           1767.5   ,               66.1   ,        79.7   ,                60   ,                     0   ,                60   ,                     0   ,           7528   ,         99   ,                       40   ,                   0   ,                   24   ,              230.4   ,                 183.7   ,               14.4   ,               25.0   ,              41.5   ,                11.7   ,             94.2   ,               11.8   ,             94.4   ,               11.8   ,                0.1   ,                        83.8   ,              16   ,        1.0370   ,               64.0   ,                 20869   ,
2023-06-16 10:25:39 ,        1980.0   ,           1767.5   ,               66.2   ,        79.8   ,                60   ,                     0   ,                60   ,                     0   ,           7521   ,         99   ,                       41   ,                   0   ,                   24   ,              223.3   ,                 177.2   ,               14.4   ,               24.9   ,              40.5   ,                11.7   ,             90.9   ,               11.8   ,             91.7   ,               11.8   ,                0.1   ,                        81.2   ,              16   ,        1.0370   ,               77.0   ,                 20901   ,
2023-06-16 10:25:40 ,        1980.0   ,           1767.5   ,               66.1   ,        79.4   ,                60   ,                     0   ,                60   ,                     0   ,           7526   ,         99   ,                       38   ,                   0   ,                   25   ,              227.4   ,                 181.3   ,               14.2   ,               24.6   ,              40.9   ,                11.7   ,             93.0   ,               11.8   ,             93.2   ,               11.8   ,                0.1   ,                        82.7   ,              16   ,        1.0370   ,               63.0   ,                 20953   ,
2023-06-16 10:25:41 ,        1980.0   ,           1767.5   ,               66.3   ,        79.7   ,                60   ,                     0   ,                60   ,                     0   ,           7526   ,         99   ,                       37   ,                   0   ,                   25   ,              230.3   ,                 184.2   ,               14.2   ,               24.5   ,              41.3   ,                11.7   ,             94.4   ,               11.8   ,             94.4   ,               11.8   ,                0.1   ,                        83.7   ,              16   ,        1.0370   ,               69.0   ,                 20952   ,
2023-06-16 10:25:42 ,        1980.0   ,           1767.5   ,               66.4   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7592   ,         97   ,                       37   ,                   0   ,                   26   ,              230.2   ,                 184.0   ,               14.2   ,               24.6   ,              41.4   ,                11.7   ,             94.2   ,               11.8   ,             94.4   ,               11.8   ,                0.1   ,                        83.7   ,              16   ,        1.0370   ,               66.0   ,                 20959   ,
2023-06-16 10:25:43 ,        1980.0   ,           1767.5   ,               66.4   ,        80.1   ,                60   ,                     0   ,                60   ,                     0   ,           7592   ,         99   ,                       38   ,                   0   ,                   24   ,              231.6   ,                 185.3   ,               14.3   ,               24.7   ,              41.5   ,                11.7   ,             95.0   ,               11.8   ,             94.8   ,               11.8   ,                0.1   ,                        84.2   ,              16   ,        1.0370   ,               69.0   ,                 20956   ,
2023-06-16 10:25:44 ,        1980.0   ,           1767.5   ,               66.4   ,        79.8   ,                60   ,                     0   ,                60   ,                     0   ,           7592   ,         99   ,                       38   ,                   0   ,                   25   ,              232.2   ,                 185.9   ,               14.2   ,               24.6   ,              41.6   ,                11.7   ,             95.2   ,               11.8   ,             95.1   ,               11.8   ,                0.1   ,                        84.4   ,              16   ,        1.0370   ,               72.0   ,                 20957   ,
2023-06-16 10:25:45 ,        1980.0   ,           1767.5   ,               66.6   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7592   ,         99   ,                       38   ,                   0   ,                   25   ,              233.1   ,                 186.6   ,               14.3   ,               24.7   ,              41.8   ,                11.7   ,             95.6   ,               11.8   ,             95.5   ,               11.8   ,                0.1   ,                        84.8   ,              16   ,        1.0370   ,               74.0   ,                 20960   ,
2023-06-16 10:25:46 ,        1980.0   ,           1767.5   ,               66.2   ,        79.5   ,                60   ,                     0   ,                60   ,                     0   ,           7585   ,         99   ,                       38   ,                   0   ,                   25   ,              226.0   ,                 179.6   ,               14.2   ,               24.5   ,              40.6   ,                11.7   ,             92.6   ,               11.8   ,             92.5   ,               11.8   ,                0.1   ,                        82.2   ,              16   ,        1.0370   ,               62.0   ,                 20936   ,
2023-06-16 10:25:47 ,        1980.0   ,           1767.5   ,               66.5   ,        79.8   ,                60   ,                     0   ,                60   ,                     0   ,           7593   ,         99   ,                       38   ,                   0   ,                   24   ,              232.0   ,                 185.7   ,               14.3   ,               24.6   ,              41.6   ,                11.7   ,             95.0   ,               11.8   ,             95.1   ,               11.8   ,                0.1   ,                        84.4   ,              16   ,        1.0370   ,               70.0   ,                 20931   ,
2023-06-16 10:25:48 ,        1980.0   ,           1767.5   ,               66.5   ,        79.8   ,                60   ,                     0   ,                60   ,                     0   ,           7593   ,         99   ,                       38   ,                   0   ,                   25   ,              233.9   ,                 187.3   ,               14.3   ,               24.7   ,              41.9   ,                11.7   ,             94.2   ,               11.8   ,             94.3   ,               11.8   ,                0.1   ,                        83.7   ,              16   ,        1.0370   ,               67.0   ,                 20904   ,
2023-06-16 10:25:49 ,        1980.0   ,           1767.5   ,               66.5   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7593   ,         99   ,                       38   ,                   0   ,                   24   ,              233.0   ,                 186.6   ,               14.3   ,               24.6   ,              41.7   ,                11.7   ,             95.5   ,               11.8   ,             95.5   ,               11.8   ,                0.1   ,                        84.7   ,              16   ,        1.0370   ,               66.0   ,                 20871   ,
2023-06-16 10:25:50 ,        1980.0   ,           1767.5   ,               66.5   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7593   ,         99   ,                       38   ,                   0   ,                   25   ,              230.4   ,                 184.1   ,               14.3   ,               24.6   ,              41.4   ,                11.7   ,             94.2   ,               11.8   ,             94.5   ,               11.8   ,                0.1   ,                        83.8   ,              16   ,        1.0370   ,               64.0   ,                 20866   ,
2023-06-16 10:25:51 ,        1980.0   ,           1767.5   ,               66.6   ,        80.0   ,                60   ,                     0   ,                60   ,                     0   ,           7592   ,         99   ,                       38   ,                   0   ,                   25   ,              230.7   ,                 184.4   ,               14.2   ,               24.5   ,              41.5   ,                11.7   ,             94.5   ,               11.8   ,             94.5   ,               11.8   ,                0.1   ,                        83.9   ,              16   ,        1.0370   ,               70.0   ,                 20856   ,
2023-06-16 10:25:52 ,        1980.0   ,           1767.5   ,               66.5   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7592   ,         99   ,                       38   ,                   0   ,                   25   ,              231.9   ,                 185.6   ,               14.2   ,               24.5   ,              41.6   ,                11.7   ,             95.0   ,               11.8   ,             95.0   ,               11.8   ,                0.1   ,                        84.3   ,              16   ,        1.0370   ,               61.0   ,                 20862   ,
2023-06-16 10:25:53 ,        1980.0   ,           1767.5   ,               66.5   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7587   ,         99   ,                       38   ,                   0   ,                   25   ,              229.5   ,                 183.3   ,               14.2   ,               24.6   ,              41.3   ,                11.7   ,             93.9   ,               11.8   ,             94.1   ,               11.8   ,                0.1   ,                        83.4   ,              16   ,        1.0370   ,               61.0   ,                 20872   ,
2023-06-16 10:25:54 ,        1980.0   ,           1767.5   ,               66.7   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7528   ,         99   ,                       38   ,                   0   ,                   25   ,              229.9   ,                 183.6   ,               14.3   ,               24.7   ,              41.4   ,                11.7   ,             94.1   ,               11.8   ,             94.2   ,               11.8   ,                0.1   ,                        83.6   ,              16   ,        1.0370   ,               68.0   ,                 20869   ,
2023-06-16 10:25:55 ,        1980.0   ,           1767.5   ,               66.6   ,        80.0   ,                60   ,                     0   ,                60   ,                     0   ,           7528   ,         99   ,                       38   ,                   0   ,                   24   ,              232.0   ,                 185.6   ,               14.3   ,               24.6   ,              41.6   ,                11.7   ,             95.0   ,               11.8   ,             95.1   ,               11.8   ,                0.1   ,                        84.4   ,              16   ,        1.0370   ,               63.0   ,                 20870   ,
2023-06-16 10:25:56 ,        1980.0   ,           1767.5   ,               66.6   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7527   ,         99   ,                       38   ,                   0   ,                   25   ,              231.9   ,                 185.5   ,               14.2   ,               24.6   ,              41.6   ,                11.7   ,             95.0   ,               11.8   ,             94.9   ,               11.8   ,                0.1   ,                        84.3   ,              16   ,        1.0370   ,               64.0   ,                 20869   ,
2023-06-16 10:25:57 ,        1980.0   ,           1767.5   ,               66.6   ,        79.8   ,                60   ,                     0   ,                60   ,                     0   ,           7525   ,         97   ,                       37   ,                   0   ,                   24   ,              231.1   ,                 184.8   ,               14.2   ,               24.5   ,              41.5   ,                11.7   ,             94.6   ,               11.8   ,             94.7   ,               11.8   ,                0.1   ,                        84.0   ,              16   ,        1.0370   ,               69.0   ,                 20879   ,
2023-06-16 10:25:58 ,        1980.0   ,           1767.5   ,               66.5   ,        79.8   ,                60   ,                     0   ,                60   ,                     0   ,           7526   ,         99   ,                       38   ,                   0   ,                   25   ,              230.0   ,                 183.6   ,               14.3   ,               24.7   ,              41.4   ,                11.7   ,             94.1   ,               11.8   ,             94.3   ,               11.8   ,                0.1   ,                        83.6   ,              16   ,        1.0370   ,               62.0   ,                 20885   ,
2023-06-16 10:25:59 ,        1980.0   ,           1767.5   ,               66.5   ,        79.8   ,                60   ,                     0   ,                60   ,                     0   ,           7526   ,         99   ,                       38   ,                   0   ,                   24   ,              231.0   ,                 184.7   ,               14.3   ,               24.6   ,              41.4   ,                11.7   ,             94.7   ,               11.8   ,             94.6   ,               11.8   ,                0.1   ,                        84.0   ,              16   ,        1.0370   ,               76.0   ,                 20878   ,
2023-06-16 10:26:00 ,        1980.0   ,           1767.5   ,               66.4   ,        79.6   ,                60   ,                     0   ,                60   ,                     0   ,           7521   ,         99   ,                       38   ,                   0   ,                   25   ,              230.0   ,                 183.8   ,               14.2   ,               24.6   ,              41.4   ,                11.7   ,             94.2   ,               11.8   ,             94.2   ,               11.8   ,                0.1   ,                        83.7   ,              16   ,        1.0370   ,               67.0   ,                 20878   ,
2023-06-16 10:26:01 ,        1980.0   ,           1767.5   ,               66.6   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7529   ,         99   ,                       38   ,                   0   ,                   24   ,              231.3   ,                 185.0   ,               14.3   ,               24.6   ,              41.5   ,                11.7   ,             94.7   ,               11.8   ,             94.8   ,               11.8   ,                0.1   ,                        84.1   ,              16   ,        1.0370   ,               62.0   ,                 20863   ,
2023-06-16 10:26:02 ,        1980.0   ,           1767.5   ,               65.7   ,        78.6   ,                60   ,                     0   ,                60   ,                     0   ,           7529   ,         99   ,                       38   ,                   0   ,                   24   ,              187.4   ,                 146.0   ,               13.1   ,               22.3   ,              33.9   ,                11.8   ,             77.3   ,               11.9   ,             75.9   ,               11.8   ,                0.1   ,                        68.2   ,              16   ,        1.0370   ,               70.0   ,                 20862   ,
2023-06-16 10:26:03 ,        1980.0   ,           1767.5   ,               66.4   ,        79.7   ,                60   ,                     0   ,                60   ,                     0   ,           7529   ,         93   ,                       36   ,                   0   ,                   24   ,              228.0   ,                 181.7   ,               14.3   ,               24.7   ,              41.1   ,                11.7   ,             93.2   ,               11.8   ,             93.4   ,               11.8   ,                0.1   ,                        82.9   ,              16   ,        1.0370   ,               68.0   ,                 20870   ,
2023-06-16 10:26:04 ,        1980.0   ,           1767.5   ,               66.5   ,        79.8   ,                60   ,                     0   ,                60   ,                     0   ,           7529   ,         99   ,                       38   ,                   0   ,                   24   ,              229.4   ,                 183.3   ,               14.2   ,               24.5   ,              41.2   ,                11.7   ,             93.9   ,               11.8   ,             94.0   ,               11.8   ,                0.1   ,                        83.4   ,              16   ,        1.0370   ,               70.0   ,                 20863   ,
2023-06-16 10:26:05 ,        1980.0   ,           1767.5   ,               66.6   ,        80.2   ,                60   ,                     0   ,                60   ,                     0   ,           7529   ,         99   ,                       38   ,                   0   ,                   24   ,              231.5   ,                 185.1   ,               14.3   ,               24.6   ,              41.6   ,                11.7   ,             94.9   ,               11.8   ,             94.8   ,               11.8   ,                0.1   ,                        84.2   ,              16   ,        1.0370   ,               70.0   ,                 20858   ,
2023-06-16 10:26:06 ,        1980.0   ,           1767.5   ,               66.7   ,        80.0   ,                60   ,                     0   ,                60   ,                     0   ,           7529   ,         99   ,                       38   ,                   0   ,                   25   ,              232.2   ,                 185.8   ,               14.2   ,               24.6   ,              41.6   ,                11.7   ,             95.1   ,               11.8   ,             95.2   ,               11.8   ,                0.1   ,                        84.4   ,              16   ,        1.0370   ,               65.0   ,                 20874   ,
2023-06-16 10:26:07 ,        1980.0   ,           1767.5   ,               66.6   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7522   ,         99   ,                       38   ,                   0   ,                   25   ,              229.1   ,                 182.9   ,               14.2   ,               24.6   ,              41.3   ,                11.7   ,             93.7   ,               11.8   ,             93.9   ,               11.8   ,                0.1   ,                        83.3   ,              16   ,        1.0370   ,               68.0   ,                 20867   ,
2023-06-16 10:26:08 ,        1980.0   ,           1767.5   ,               66.6   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7528   ,         99   ,                       38   ,                   0   ,                   25   ,              229.0   ,                 182.5   ,               14.4   ,               25.0   ,              41.3   ,                11.7   ,             93.6   ,               11.8   ,             93.8   ,               11.8   ,                0.1   ,                        83.3   ,              16   ,        1.0370   ,               64.0   ,                 20872   ,
2023-06-16 10:26:09 ,        1980.0   ,           1767.5   ,               66.4   ,        79.7   ,                60   ,                     0   ,                60   ,                     0   ,           7527   ,         99   ,                       39   ,                   0   ,                   25   ,              229.6   ,                 183.1   ,               14.4   ,               25.0   ,              41.4   ,                11.7   ,             93.8   ,               11.8   ,             94.2   ,               11.8   ,                0.1   ,                        83.5   ,              16   ,        1.0370   ,               69.0   ,                 20871   ,
2023-06-16 10:26:10 ,        1980.0   ,           1767.5   ,               66.6   ,        80.0   ,                60   ,                     0   ,                60   ,                     0   ,           7527   ,         99   ,                       39   ,                   0   ,                   25   ,              230.8   ,                 184.1   ,               14.4   ,               25.0   ,              41.6   ,                11.7   ,             94.3   ,               11.8   ,             94.6   ,               11.8   ,                0.1   ,                        83.9   ,              16   ,        1.0370   ,               68.0   ,                 20871   ,
2023-06-16 10:26:11 ,        1980.0   ,           1767.5   ,               66.6   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7527   ,         99   ,                       39   ,                   0   ,                   25   ,              229.4   ,                 182.9   ,               14.4   ,               24.9   ,              41.4   ,                11.7   ,             93.7   ,               11.8   ,             94.1   ,               11.8   ,                0.1   ,                        83.4   ,              16   ,        1.0370   ,               66.0   ,                 20864   ,
2023-06-16 10:26:12 ,        1980.0   ,           1767.5   ,               66.5   ,        79.8   ,                60   ,                     0   ,                60   ,                     0   ,           7527   ,         97   ,                       38   ,                   0   ,                   25   ,              230.4   ,                 183.6   ,               14.4   ,               25.0   ,              41.6   ,                11.7   ,             94.1   ,               11.8   ,             94.4   ,               11.8   ,                0.1   ,                        83.8   ,              16   ,        1.0370   ,               69.0   ,                 20881   ,
2023-06-16 10:26:13 ,        1980.0   ,           1767.5   ,               66.5   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7527   ,         99   ,                       39   ,                   0   ,                   25   ,              230.8   ,                 184.3   ,               14.4   ,               24.9   ,              41.6   ,                11.7   ,             94.3   ,               11.8   ,             94.7   ,               11.8   ,                0.1   ,                        83.9   ,              16   ,        1.0370   ,               61.0   ,                 20878   ,
2023-06-16 10:26:14 ,        1980.0   ,           1767.5   ,               66.6   ,        79.9   ,                60   ,                     0   ,                60   ,                     0   ,           7522   ,         99   ,                       39   ,                   0   ,                   25   ,              227.8   ,                 181.4   ,               14.4   ,               24.9   ,              41.2   ,                11.7   ,             92.9   ,               11.8   ,             93.5   ,               11.8   ,                0.1   ,                        82.8   ,              16   ,        1.0370   ,               70.0   ,                 20884   ,
2023-06-16 10:26:15 ,        1980.0   ,           1767.5   ,               66.5   ,        79.8   ,                61   ,                     0   ,                61   ,                     0   ,           7529   ,         99   ,                       39   ,                   0   ,                   24   ,              229.0   ,                 182.5   ,               14.4   ,               24.9   ,              41.4   ,                11.7   ,             93.8   ,               11.8   ,             93.6   ,               11.8   ,                0.1   ,                        83.3   ,              16   ,        1.0370   ,               71.0   ,                 20878   ,
2023-06-16 10:26:16 ,        1980.0   ,           1767.5   ,               66.5   ,        79.9   ,                61   ,                     0   ,                61   ,                     0   ,           7529   ,         99   ,                       39   ,                   0   ,                   25   ,              229.7   ,                 183.1   ,               14.4   ,               25.0   ,              41.4   ,                11.7   ,             93.9   ,               11.8   ,             94.1   ,               11.8   ,                0.1   ,                        83.5   ,              16   ,        1.0370   ,               76.0   ,                 20872   ,
2023-06-16 10:26:17 ,        1980.0   ,           1767.5   ,               66.7   ,        79.9   ,                61   ,                     0   ,                61   ,                     0   ,           7529   ,         99   ,                       39   ,                   0   ,                   25   ,              231.7   ,                 184.9   ,               14.4   ,               25.0   ,              41.7   ,                11.7   ,             94.7   ,               11.8   ,             95.0   ,               11.8   ,                0.1   ,                        84.2   ,              16   ,        1.0370   ,               63.0   ,                 20867   ,
2023-06-16 10:26:18 ,        1980.0   ,           1767.5   ,               66.5   ,        79.8   ,                61   ,                     0   ,                61   ,                     0   ,           7529   ,         99   ,                       39   ,                   0   ,                   25   ,              230.9   ,                 184.1   ,               14.5   ,               25.0   ,              41.6   ,                11.7   ,             94.3   ,               11.8   ,             94.7   ,               11.8   ,                0.1   ,                        83.9   ,              16   ,        1.0370   ,               62.0   ,                 20867   ,
2023-06-16 10:26:19 ,        1980.0   ,           1767.5   ,               66.6   ,        79.9   ,                61   ,                     0   ,                61   ,                     0   ,           7527   ,         99   ,                       39   ,                   0   ,                   25   ,              229.9   ,                 183.3   ,               14.4   ,               25.0   ,              41.5   ,                11.7   ,             93.9   ,               11.8   ,             94.3   ,               11.8   ,                0.1   ,                        83.6   ,              16   ,        1.0370   ,               74.0   ,                 20867   ,
2023-06-16 10:26:20 ,        1980.0   ,           1767.5   ,               66.6   ,        80.0   ,                61   ,                     0   ,                61   ,                     0   ,           7529   ,         99   ,                       39   ,                   0   ,                   25   ,              229.9   ,                 182.8   ,               14.4   ,               25.0   ,              41.2   ,                11.7   ,             94.3   ,               11.8   ,             94.0   ,               11.8   ,                0.1   ,                        83.6   ,              16   ,        1.0370   ,               74.0   ,                 20866   ,
2023-06-16 10:26:21 ,        1980.0   ,           1767.5   ,               66.7   ,        80.0   ,                61   ,                     0   ,                61   ,                     0   ,           7522   ,         99   ,                       39   ,                   0   ,                   25   ,              230.2   ,                 183.5   ,               14.5   ,               25.0   ,              41.5   ,                11.7   ,             94.0   ,               11.8   ,             94.4   ,               11.8   ,                0.1   ,                        83.7   ,              16   ,        1.0370   ,               68.0   ,                 20869   ,
2023-06-16 10:26:22 ,        1980.0   ,           1767.5   ,               66.5   ,        79.9   ,                61   ,                     0   ,                61   ,                     0   ,           7528   ,         99   ,                       39   ,                   0   ,                   25   ,              227.5   ,                 181.0   ,               14.4   ,               24.9   ,              41.1   ,                11.7   ,             92.8   ,               11.8   ,             93.2   ,               11.8   ,                0.1   ,                        82.7   ,              16   ,        1.0370   ,               63.0   ,                 20866   ,
2023-06-16 10:26:23 ,        1980.0   ,           1767.5   ,               66.8   ,        80.0   ,                61   ,                     0   ,                61   ,                     0   ,           7529   ,         99   ,                       39   ,                   0   ,                   25   ,              229.8   ,                 183.1   ,               14.5   ,               25.0   ,              41.5   ,                11.7   ,             93.8   ,               11.8   ,             94.3   ,               11.8   ,                0.1   ,                        83.6   ,              16   ,        1.0370   ,               71.0   ,                 20871   ,
2023-06-16 10:26:24 ,        1980.0   ,           1767.5   ,               66.7   ,        79.9   ,                61   ,                     0   ,                61   ,                     0   ,           7529   ,         99   ,                       39   ,                   0   ,                   25   ,              228.8   ,                 182.3   ,               14.4   ,               24.9   ,              41.3   ,                11.7   ,             93.4   ,               11.8   ,             93.9   ,               11.8   ,                0.1   ,                        83.2   ,              16   ,        1.0370   ,               66.0   ,                 20868   ,
2023-06-16 10:26:25 ,        1980.0   ,           1767.5   ,               66.7   ,        80.1   ,                61   ,                     0   ,                61   ,                     0   ,           7529   ,         99   ,                       39   ,                   0   ,                   25   ,              229.6   ,                 183.0   ,               14.4   ,               24.9   ,              41.4   ,                11.7   ,             93.8   ,               11.8   ,             94.2   ,               11.8   ,                0.1   ,                        83.5   ,              16   ,        1.0370   ,               70.0   ,                 20872   ,
2023-06-16 10:26:26 ,        1980.0   ,           1767.5   ,               66.6   ,        79.9   ,                61   ,                     0   ,                61   ,                     0   ,           7529   ,         99   ,                       39   ,                   0   ,                   25   ,              230.0   ,                 183.3   ,               14.5   ,               25.1   ,              41.5   ,                11.7   ,             93.9   ,               11.8   ,             94.4   ,               11.8   ,                0.1   ,                        83.6   ,              16   ,        1.0370   ,               63.0   ,                 20871   ,
2023-06-16 10:26:27 ,        1980.0   ,           1767.5   ,               66.6   ,        79.9   ,                61   ,                     0   ,                61   ,                     0   ,           7528   ,         97   ,                       38   ,                   0   ,                   25   ,              228.8   ,                 182.3   ,               14.5   ,               25.0   ,              41.2   ,                11.7   ,             93.5   ,               11.8   ,             93.8   ,               11.8   ,                0.1   ,                        83.2   ,              16   ,        1.0370   ,               68.0   ,                 20867   ,
2023-06-16 10:26:28 ,        1980.0   ,           1767.5   ,               66.6   ,        80.0   ,                61   ,                     0   ,                61   ,                     0   ,           7522   ,         99   ,                       39   ,                   0   ,                   25   ,              230.6   ,                 183.8   ,               14.5   ,               25.0   ,              41.0   ,                11.7   ,             92.1   ,               11.9   ,             92.7   ,               11.8   ,                0.1   ,                        82.2   ,              16   ,        1.0370   ,               75.0   ,                 20881   ,
2023-06-16 10:26:29 ,        1980.0   ,           1767.5   ,               66.6   ,        79.9   ,                61   ,                     0   ,                61   ,                     0   ,           7530   ,         99   ,                       39   ,                   0   ,                   25   ,              228.9   ,                 182.3   ,               14.4   ,               25.0   ,              41.4   ,                11.7   ,             93.4   ,               11.8   ,             93.9   ,               11.8   ,                0.1   ,                        83.3   ,              16   ,        1.0370   ,               76.0   ,                 20878   ,
2023-06-16 10:26:30 ,        1980.0   ,           1767.5   ,               66.6   ,        79.9   ,                61   ,                     0   ,                61   ,                     0   ,           7530   ,         99   ,                       39   ,                   0   ,                   25   ,              230.5   ,                 183.6   ,               14.5   ,               25.2   ,              41.6   ,                11.7   ,             94.1   ,               11.8   ,             94.6   ,               11.8   ,                0.1   ,                        83.8   ,              16   ,        1.0370   ,               64.0   ,                 20882   ,
2023-06-16 10:26:31 ,        1980.0   ,           1767.5   ,               66.6   ,        79.9   ,                61   ,                     0   ,                61   ,                     0   ,           7530   ,         99   ,                       39   ,                   0   ,                   25   ,              230.7   ,                 183.9   ,               14.5   ,               25.1   ,              41.6   ,                11.7   ,             94.3   ,               11.8   ,             94.5   ,               11.8   ,                0.1   ,                        83.9   ,              16   ,        1.0370   ,               64.0   ,                 20877   ,
2023-06-16 10:26:32 ,        1980.0   ,           1767.5   ,               66.6   ,        79.8   ,                61   ,                     0   ,                61   ,                     0   ,           7530   ,         99   ,                       39   ,                   0   ,                   25   ,              229.3   ,                 182.7   ,               14.4   ,               25.0   ,              41.4   ,                11.7   ,             93.6   ,               11.8   ,             94.1   ,               11.8   ,                0.1   ,                        83.4   ,              16   ,        1.0370   ,               62.0   ,                 20865   ,
2023-06-16 10:26:33 ,        1980.0   ,           1767.5   ,               66.6   ,        80.0   ,                61   ,                     0   ,                61   ,                     0   ,           7530   ,         99   ,                       39   ,                   0   ,                   25   ,              230.4   ,                 183.6   ,               14.5   ,               25.1   ,              41.6   ,                11.7   ,             94.0   ,               11.8   ,             94.6   ,               11.8   ,                0.1   ,                        83.8   ,              16   ,        1.0370   ,               63.0   ,                 20867   ,
